loc,address,value,geo,levels,type,size
"(-8.693257311793792, -75.14324422169136)","Calle Los Naranjos 600
Coquimbo, Región de Coquimbo, 0524200",$2690.60 USD,---,9,comercial,163.55 mts2
"(-12.69484493530829, -73.9000455441021)","Ruta 118-CH, km 11, Región de Los Ríos",$2480.21 USD,---,9,comercial,758.82 mts2
"(-9.302068650432481, -75.82848764063725)","Calle Álvaro Casanova 1045 Piso 58
Freirina, Región de Atacama, 6394920",$4159.11 USD,---,1,vivienda,1822.76 mts2
"(-10.526819957841957, -76.2298870094495)","Los Alerces 2
Paiguano, Región de Coquimbo, 0224760",$4436.79 USD,---,8,vivienda,1891.14 mts2
"(-11.36941014148739, -73.78776690630313)","Ruta 745-CH, km 34, Región de Coquimbo",$3530.67 USD,---,5,comercial,25.63 mts2
"(-10.118661600210682, -76.331576865795)","Pasaje Los Cactus 9776
Rengo, Región del Libertador General Bernardo O'Higgins, 9070460",$2142.24 USD,---,3,comercial,294.76 mts2
"(-8.456303631237702, -73.26397499210839)","Isidora Rojas 5319 Dpto. 138
Curanilahue, Región del Biobío, 0386830",$4374.62 USD,---,6,vivienda,437.15 mts2
"(-9.51595040939326, -69.86637877352351)","Juan Mackenna 7661 Of. 193
Tucapel, Región del Biobío",$3743.60 USD,---,9,comercial,1872.85 mts2
"(-9.036928723220399, -75.49187777722524)","Álvaro Casanova 60 Of. 114
Doñihue, Región del Libertador General Bernardo O'Higgins",$3634.40 USD,---,2,oficinas,490.61 mts2
"(-8.53905598307749, -74.06856261740404)","Los Aromos 6200 Piso 6
Sierra Gorda, Región de Antofagasta",$2770.69 USD,---,6,oficinas,371.11 mts2
"(-9.613105772997287, -72.6876055994281)","Calle Los Lirios 266
Calbuco, Región de Los Lagos",$3114.92 USD,---,7,oficinas,1515.33 mts2
"(-10.931618318767772, -72.86567337478002)","Calle Gabriela Mistral 6353 Piso 40
El Bosque, Región Metropolitana, 1400200",$2228.24 USD,---,1,oficinas,453.95 mts2
"(-13.120366980103528, -77.5285582798285)","Sofía Muñoz 7974
Villa Alemana, Región de Valparaíso, 5879530",$3825.22 USD,---,0,vivienda,1101.17 mts2
"(-9.30513526261744, -72.353800251449)","Ashley Gaete 257 Of. 139
O'Higgins, Región de Aysén del General Carlos Ibáñez del Campo, 1034770",$2097.61 USD,---,6,vivienda,1731.97 mts2
"(-11.012612945012808, -75.6431456351132)","Ruta T-18, km 7, Región del Libertador General Bernardo O'Higgins",$3445.55 USD,---,7,vivienda,823.53 mts2
"(-9.434815864117203, -75.9077629074917)","Ruta 5 Sur, km 786",$3652.00 USD,---,6,oficinas,162.81 mts2
"(-10.116240932841388, -75.58578170038115)","Enrique Mac Iver 73 Of. 5617
Longaví, Región del Maule",$4785.16 USD,---,5,oficinas,1898.89 mts2
"(-11.991597408184072, -72.43292224164546)","Ruta T-91, km 17, Región de Tarapacá",$2894.76 USD,---,1,oficinas,474.07 mts2
"(-9.598668926921736, -70.05019305076873)","Ruta 418-CH, km 1, Región de Atacama",$4670.57 USD,---,3,comercial,865.78 mts2
"(-10.680859190931322, -73.67674862081351)","Ruta T-58, km 16, Región de Tarapacá",$3811.77 USD,---,9,vivienda,1594.37 mts2
"(-6.595069832376472, -75.81655385204482)","Ruta 5 Norte, km 200",$3988.85 USD,---,8,comercial,1498.09 mts2
"(-9.116024879675194, -76.50763575026669)","Jorge Celis 505 Piso 73
San Vicente, Región del Libertador General Bernardo O'Higgins, 0538840",$4751.37 USD,---,4,vivienda,1694.75 mts2
"(-11.72842876283184, -74.42547870850781)","Los Calafates 369 Dpto. 400
Buin, Región Metropolitana, 7107820",$2298.31 USD,---,9,vivienda,641.03 mts2
"(-10.078484823120752, -75.46448882896597)","Ruta 5 Sur, km 657",$3930.77 USD,---,9,comercial,712.94 mts2
"(-11.189902326881514, -73.2334845003216)","Los Copihues 606 Of. 368
Florida, Región del Biobío",$4719.85 USD,---,8,oficinas,512.50 mts2
"(-11.004254043938111, -73.57028997576839)","Calle José Gatica 771 Of. 5571
Futaleufú, Región de Los Lagos",$4290.97 USD,---,6,oficinas,275.72 mts2
"(-9.766409548437526, -74.29704120667854)","Horacio Rojas 2073 Of. 2583
Peñaflor, Región Metropolitana",$3659.75 USD,---,10,comercial,684.72 mts2
"(-9.157823472665177, -75.06504959883534)","Avda. Aníbal Pinto 61
Zapallar, Región de Valparaíso",$3579.24 USD,---,4,vivienda,301.34 mts2
"(-7.581447217658824, -74.09208693292543)","Calle Los Girasoles 889
La Ligua, Región de Valparaíso",$3140.95 USD,---,2,vivienda,171.95 mts2
"(-10.81062126963612, -77.50582174430009)","Avda. José Aravena 7 Of. 805
Peñalolén, Región Metropolitana",$3200.80 USD,---,5,vivienda,732.14 mts2
"(-9.289935690973097, -78.07174502266452)","Calle Las Araucarias 7600 Dpto. 74
Mejillones, Región de Antofagasta",$4282.36 USD,---,5,comercial,1610.13 mts2
"(-11.307223852509324, -78.43469857698732)","Calle Isidora Véliz 6102 Dpto. 48
Los Sauces, Región de La Araucanía, 6937710",$4475.58 USD,---,8,oficinas,1779.45 mts2
"(-10.10636671422029, -71.00929174642832)","Ximena Flores 7666
Quinchao, Región de Los Lagos",$2481.39 USD,---,7,comercial,1130.21 mts2
"(-9.932319906327946, -74.66110798772993)","Ruta 504-CH, km 24, Región de La Araucanía",$4629.89 USD,---,0,comercial,1469.40 mts2
"(-11.63550771203133, -70.71863881907261)","Calle Ramón Carnicer 30 Piso 32
Ovalle, Región de Coquimbo",$3857.69 USD,---,8,comercial,109.38 mts2
"(-12.205174089569383, -70.89641259963541)","Avenida Carlos Miranda 171
Lo Barnechea, Región Metropolitana, 0983570",$3781.09 USD,---,1,vivienda,1588.17 mts2
"(-10.426984308445753, -74.46252975409757)","Ruta T-73, km 25, Región del Maule",$4583.73 USD,---,0,vivienda,1624.17 mts2
"(-10.954931210238726, -76.20641767380468)","Arturo Prat 51
Carahue, Región de La Araucanía",$2468.44 USD,---,8,comercial,1000.15 mts2
"(-9.988567169184247, -74.02151042184408)","Los Copihues 166 Piso 48
Tomé, Región del Biobío",$2068.42 USD,---,4,oficinas,1138.77 mts2
"(-10.844432382891792, -76.38739553281361)","Avenida Manuel Rodríguez 4305
Quintero, Región de Valparaíso",$2921.82 USD,---,4,oficinas,1835.89 mts2
"(-13.110230709341229, -75.88889061537309)","Las Rosas 5162
El Monte, Región Metropolitana, 1475510",$3810.71 USD,---,6,oficinas,1017.80 mts2
"(-8.536727102535577, -77.40584084654634)","Antonio Varas 66 Dpto. 127
Freire, Región de La Araucanía",$2042.42 USD,---,10,comercial,439.20 mts2
"(-10.862963687393075, -78.01360120375388)","Los Laureles 859 Of. 5616
Lo Prado, Región Metropolitana, 5595110",$2818.20 USD,---,4,comercial,397.33 mts2
"(-11.156130162000753, -78.03695086095175)","Psje. Luis Espinoza 94
Quellón, Región de Los Lagos",$2050.32 USD,---,5,oficinas,1927.12 mts2
"(-8.959863740953512, -71.6504705664778)","Calle Claudia Medel 42 Of. 2658
El Bosque, Región Metropolitana",$3917.21 USD,---,2,vivienda,311.31 mts2
"(-9.483021491135464, -72.0528373232824)","Manuel Antonio Matta 6 Of. 3406
Lo Barnechea, Región Metropolitana",$3058.17 USD,---,5,vivienda,1359.20 mts2
"(-12.576020024136774, -78.63486841566281)","Pasaje Daniella Castillo 8220
Putaendo, Región de Valparaíso, 1628590",$3040.29 USD,---,10,oficinas,288.06 mts2
"(-10.981338592360693, -74.34729712248625)","Calle Arturo Prat 32
Molina, Región del Maule",$4399.96 USD,---,7,comercial,928.68 mts2
"(-9.708778791387648, -77.29082429969155)","Calle Simón Chávez 3
Calama, Región de Antofagasta, 5006510",$2781.15 USD,---,3,vivienda,874.14 mts2
"(-9.19450393108064, -79.44962110638544)","Paola Campos 21 Piso 7
Calle Larga, Región de Valparaíso, 0799100",$2861.52 USD,---,2,vivienda,1791.59 mts2
"(-13.041959338204695, -74.48997504867232)","Av. Los Aromos 685
Cobquecura, Región de Ñuble",$3415.35 USD,---,8,comercial,860.65 mts2
"(-9.801571836143115, -73.87040358095433)","Esmeralda 637
Alhué, Región Metropolitana, 6017710",$4104.10 USD,---,4,vivienda,1027.94 mts2
"(-9.409663606715089, -74.66191287015742)","Ruta 5 Sur, km 919",$3047.40 USD,---,5,oficinas,961.38 mts2
"(-11.835950174481445, -74.60720311949075)","Jeannette Figueroa 4
Curarrehue, Región de La Araucanía, 5385010",$3666.38 USD,---,9,comercial,581.59 mts2
"(-9.601239447003662, -74.87479984186413)","Ruta 947-CH, km 10, Región Metropolitana",$2075.05 USD,---,4,comercial,841.37 mts2
"(-11.132671180726431, -71.09626882737415)","Ruta U-956, km 27, Región de Ñuble",$3966.30 USD,---,10,vivienda,487.29 mts2
"(-11.33362288655772, -74.65258530921223)","Juan Silva 52 Piso 9
Paillaco, Región de Los Ríos",$2818.67 USD,---,10,comercial,1457.67 mts2
"(-11.662704205812691, -77.48071699254719)","Calle Alan Pérez 418
Navidad, Región del Libertador General Bernardo O'Higgins",$2112.83 USD,---,3,vivienda,1333.07 mts2
"(-13.80364338677531, -75.50679526268478)","Lord Cochrane 89
Chaitén, Región de Los Lagos",$4191.88 USD,---,0,oficinas,891.12 mts2
"(-11.519088473008129, -72.5757468747283)","Calle Freire 35 Dpto. 541
Cholchol, Región de La Araucanía",$2263.77 USD,---,2,vivienda,1479.88 mts2
"(-8.631528161563342, -75.08175706954268)","Calle Los Aromos 38
Vitacura, Región Metropolitana, 9648870",$4161.29 USD,---,6,comercial,306.90 mts2
"(-7.663983281438027, -72.11935522281364)","Pedro Montt 12
Providencia, Región Metropolitana, 0802880",$3582.45 USD,---,8,comercial,1898.13 mts2
"(-9.944170806021521, -78.74611397331297)","Av. Gabriela Mistral 2539
Aisén, Región de Aysén del General Carlos Ibáñez del Campo, 8080740",$4512.38 USD,---,3,oficinas,1619.15 mts2
"(-13.143714121170005, -74.68993869384747)","Ruta 5 Sur, km 311",$4273.83 USD,---,3,comercial,1055.31 mts2
"(-11.503875913793205, -76.18312334528107)","Pasaje Salvador Allende Gossens 18
Huasco, Región de Atacama",$3515.68 USD,---,0,vivienda,1783.97 mts2
"(-10.945377200513674, -68.78743157321344)","Ruta 417-CH, km 34, Región del Libertador General Bernardo O'Higgins",$2988.45 USD,---,9,oficinas,544.28 mts2
"(-12.227888763031162, -71.94895812843188)","Manuel Rodríguez 6056 Of. 427
Renaico, Región de La Araucanía, 5395270",$2521.24 USD,---,2,oficinas,1938.72 mts2
"(-8.164598559598438, -68.51273883873995)","Ruta 5 Sur, km 594",$4099.66 USD,---,7,oficinas,413.32 mts2
"(-11.514084282020502, -74.76197772927513)","Avda. Los Pinos 8945 Of. 469
Melipilla, Región Metropolitana, 9636290",$2862.93 USD,---,8,vivienda,306.22 mts2
"(-9.306281604578082, -76.24366188219847)","Lautaro 4543 Of. 326
Perquenco, Región de La Araucanía, 0266610",$3929.02 USD,---,4,vivienda,1089.91 mts2
"(-12.364660071151741, -74.4516008324969)","Psje. Las Maravillas 724
Pichidegua, Región del Libertador General Bernardo O'Higgins, 0445330",$4500.77 USD,---,5,comercial,1152.90 mts2
"(-10.551481533287804, -73.25617840606283)","Arturo Prat 122
San Gregorio, Región de Magallanes y de la Antártica Chilena",$3313.13 USD,---,3,comercial,17.90 mts2
"(-13.950004288847776, -76.55418491017068)","Los Piñones 9509
Coronel, Región del Biobío, 7215090",$2060.39 USD,---,9,oficinas,1269.01 mts2
"(-7.618953966873723, -73.36947548554043)","Los Coihues 9652 Of. 1354
Quinchao, Región de Los Lagos",$3909.41 USD,---,1,comercial,1087.34 mts2
"(-11.686585911611873, -75.48443100898949)","Calle Los Calafates 10
Chaitén, Región de Los Lagos, 3149260",$4252.42 USD,---,8,oficinas,872.90 mts2
"(-10.415066999342645, -80.39241918081363)","Juan Contreras 340 Piso 5
Pelluhue, Región del Maule",$2405.26 USD,---,9,vivienda,650.35 mts2
"(-10.449917870352714, -77.81575938764794)","Pablo Leal 608
Alto Biobío, Región del Biobío, 7534080",$2718.13 USD,---,5,vivienda,1640.42 mts2
"(-9.945471824191266, -76.66406591399928)","Ruta 5 Sur, km 913",$3832.21 USD,---,3,comercial,1822.81 mts2
"(-8.965703489044117, -75.67408045433699)","Ruta 5 Sur, km 559",$3096.29 USD,---,2,vivienda,1500.78 mts2
"(-12.25358766381432, -74.18433835296779)","Pasaje Lautaro 9279
O'Higgins, Región de Aysén del General Carlos Ibáñez del Campo",$2412.95 USD,---,0,vivienda,86.80 mts2
"(-11.727051918154348, -77.80657926674674)","Martín Opazo 622 Piso 92
Coihaique, Región de Aysén del General Carlos Ibáñez del Campo",$3806.06 USD,---,2,vivienda,239.01 mts2
"(-11.024758591785668, -73.70341111154782)","Ruta 731-CH, km 24, Región de Tarapacá",$2279.72 USD,---,7,vivienda,852.25 mts2
"(-10.8068746768045, -79.52418094454876)","Los Naranjos 5 Dpto. 770
Victoria, Región de La Araucanía",$4167.66 USD,---,6,vivienda,1207.42 mts2
"(-9.630241143229082, -71.54415138146975)","Ruta 5 Sur, km 463",$2875.56 USD,---,3,oficinas,438.89 mts2
"(-10.938267896721094, -71.1392375095894)","Calle Salvador Allende Gossens 20
Talca, Región del Maule, 9505700",$4061.61 USD,---,6,oficinas,1776.96 mts2
"(-8.70017390843246, -78.12377773530116)","Calle Aída Fernández 36 Piso 6
Cañete, Región del Biobío, 8233050",$3087.55 USD,---,2,oficinas,311.13 mts2
"(-10.59486268245955, -72.52451875762738)","Ruta 5 Sur, km 850",$2017.04 USD,---,3,comercial,660.29 mts2
"(-12.426185782493427, -70.33692367184172)","Avenida Las Hortensias 688 Of. 938
Cerro Navia, Región Metropolitana",$3143.63 USD,---,10,comercial,662.85 mts2
"(-10.807806373757833, -75.11146463932684)","Calle Manuel Rodríguez 9569 Of. 162
Saavedra, Región de La Araucanía, 0302680",$2740.51 USD,---,9,comercial,1428.60 mts2
"(-10.309157009496621, -74.11038933916868)","Ruta 5 Sur, km 713",$2457.59 USD,---,2,oficinas,244.41 mts2
"(-11.297746478745305, -79.26513395534722)","Bilbao 7663 Piso 9
Guaitecas, Región de Aysén del General Carlos Ibáñez del Campo",$3780.32 USD,---,9,oficinas,266.78 mts2
"(-9.340073554288658, -77.82084100886738)","Ruta 570-CH, km 1, Región de Antofagasta",$3416.92 USD,---,6,comercial,1892.43 mts2
"(-9.707377730886916, -78.01375331249282)","Calle Kevin Delgado 4352
Cañete, Región del Biobío",$3780.86 USD,---,8,comercial,1294.91 mts2
"(-11.685189232998097, -74.33157361916017)","Los Pinos 946 Of. 953
Constitución, Región del Maule",$4932.97 USD,---,1,vivienda,1530.62 mts2
"(-10.293423759215152, -75.57903239162333)","Ximena Pérez 22 Piso 4
Lo Prado, Región Metropolitana, 7080100",$3563.29 USD,---,3,oficinas,1110.11 mts2
"(-9.427200866239724, -75.38899309341011)","Calle Domingo Santa María 8
Negrete, Región del Biobío",$4992.23 USD,---,9,comercial,1260.69 mts2
"(-11.899389787207175, -74.05658647997663)","Arturo Prat 7
Los Vilos, Región de Coquimbo",$4810.04 USD,---,8,oficinas,410.98 mts2
"(-9.261542688642711, -78.10851624913258)","Los Cactus 878 Dpto. 2782
Saavedra, Región de La Araucanía, 7967010",$3909.97 USD,---,6,oficinas,392.42 mts2
"(-11.770562879592765, -77.82397938907445)","Ruta 901-CH, km 27, Región de La Araucanía",$2550.59 USD,---,7,comercial,1192.76 mts2
"(-10.959241455589074, -75.83102223684905)","Calle Antonio Varas 563
Villarrica, Región de La Araucanía, 0168560",$4716.54 USD,---,5,vivienda,1688.14 mts2
"(-9.856124402666522, -75.79288696813197)","Calle Lautaro 368
Teno, Región del Maule, 2845420",$3579.25 USD,---,3,vivienda,1054.05 mts2
"(-11.744269512307463, -75.14598227220962)","Matías Barahona 31 Dpto. 770
María Elena, Región de Antofagasta, 8706480",$4449.22 USD,---,5,comercial,241.98 mts2
"(-10.459450561496055, -77.46022197261519)","Calle Patricia Leyton 9357
Canela, Región de Coquimbo, 6271560",$3832.19 USD,---,9,vivienda,1031.74 mts2
"(-9.358344262287286, -75.14166965979175)","Calle Los Tilos 6631 Of. 721
Torres del Paine, Región de Magallanes y de la Antártica Chilena, 2484160",$4303.99 USD,---,8,vivienda,303.15 mts2
"(-13.309834021044246, -76.42045230437957)","Ruta 599-CH, km 31, Región del Libertador General Bernardo O'Higgins",$3455.32 USD,---,7,oficinas,859.63 mts2
"(-11.194611617373203, -78.01990750071576)","Calle Los Helechos 9431
Salamanca, Región de Coquimbo",$4825.03 USD,---,9,comercial,1216.92 mts2
"(-7.7902160623060475, -73.95995460264886)","Avenida Zunilda Méndez 9537
La Unión, Región de Los Ríos",$3400.49 USD,---,1,comercial,1969.00 mts2
"(-9.153009792084287, -72.85999428190729)","Ruta U-471, km 1, Región de Antofagasta",$4972.91 USD,---,6,oficinas,88.11 mts2
"(-10.38913348128236, -75.35898991382622)","Los Aromos 5215
Calama, Región de Antofagasta",$4362.93 USD,---,6,oficinas,319.12 mts2
"(-10.927392963318223, -74.64440658066049)","María Ortega 9592 Of. 460
Dalcahue, Región de Los Lagos, 9635920",$4077.05 USD,---,8,oficinas,1636.69 mts2
"(-10.400549421197933, -74.0193189960572)","Av. Los Digitales 15 Dpto. 396
Curacautín, Región de La Araucanía, 8385720",$4795.63 USD,---,4,vivienda,265.41 mts2
"(-11.983626582721461, -78.50668063109696)","Irma Sepúlveda 393 Of. 2424
Purén, Región de La Araucanía, 9512330",$3692.29 USD,---,0,oficinas,624.79 mts2
"(-8.318998651240989, -70.94168291976416)","Calle Eusebio Lillo 6042
Tierra Amarilla, Región de Atacama",$4732.65 USD,---,2,comercial,156.53 mts2
"(-12.075763663412367, -74.33232807969593)","Rafaella González 90
Casablanca, Región de Valparaíso",$3748.46 USD,---,7,comercial,708.91 mts2
"(-13.484751382883832, -75.86610116274903)","Ruta 744-CH, km 19, Región de Valparaíso",$4527.30 USD,---,1,vivienda,190.12 mts2
"(-10.868734586918814, -71.06597174163898)","Ruta 380-CH, km 26, Región de Coquimbo",$4233.75 USD,---,1,vivienda,1217.95 mts2
"(-10.909308520007029, -72.48384848099286)","Calle Pedro Gómez 1 Of. 6386
Pichidegua, Región del Libertador General Bernardo O'Higgins",$4008.78 USD,---,0,oficinas,403.96 mts2
"(-9.436822898656798, -77.50803967496766)","Calle Las Araucarias 9282
Contulmo, Región del Biobío",$3912.33 USD,---,2,oficinas,1379.25 mts2
"(-11.051442943870352, -73.23009266677512)","Bilbao 65 Dpto. 342
General Lagos, Región de Arica y Parinacota, 9803750",$2711.71 USD,---,3,comercial,577.08 mts2
"(-10.311108307210533, -76.4316253689648)","Camino Los Alerces 339 Dpto. 481
Providencia, Región Metropolitana, 0274790",$4722.18 USD,---,10,vivienda,1279.81 mts2
"(-9.859165361448868, -70.19353753445888)","Calle Gloria Venegas 7274
O'Higgins, Región de Aysén del General Carlos Ibáñez del Campo",$2639.71 USD,---,0,oficinas,1718.12 mts2
"(-9.783511457318639, -76.3151351377621)","Las Hortensias 5 Piso 4
San Ignacio, Región de Ñuble",$4100.63 USD,---,2,oficinas,1716.24 mts2
"(-13.021249093911896, -77.42419419483858)","Ruta 5 Norte, km 603",$3201.27 USD,---,10,comercial,537.77 mts2
"(-12.985457357930514, -72.75303018888849)","Camila González 8966 Piso 59
Río Hurtado, Región de Coquimbo",$2002.00 USD,---,5,vivienda,625.26 mts2
"(-11.736368909816749, -73.7530352556157)","Calle Las Mandarinas 8406 Of. 400
Huechuraba, Región Metropolitana, 5942470",$4815.91 USD,---,3,vivienda,736.25 mts2
"(-10.781029319814092, -78.9443584312884)","Las Mandarinas 4699 Dpto. 536
La Cisterna, Región Metropolitana, 4319620",$2605.85 USD,---,0,oficinas,1424.86 mts2
"(-8.46009881022072, -73.70850735234768)","Luciana Fuentes 900 Dpto. 472
Río Claro, Región del Maule",$2745.40 USD,---,8,comercial,1506.55 mts2
"(-9.428654146555486, -79.18792390567903)","Ruta 5 Norte, km 255",$3944.42 USD,---,5,vivienda,129.98 mts2
"(-11.547754071523066, -73.36691802770352)","Calle María Bórquez 96 Of. 6746
Requínoa, Región del Libertador General Bernardo O'Higgins, 0619430",$2875.03 USD,---,10,comercial,442.88 mts2
"(-9.271324652065088, -75.77654151879626)","Salvador Allende Gossens 5750 Of. 168
Toltén, Región de La Araucanía",$4001.87 USD,---,9,vivienda,201.74 mts2
"(-8.310681083585132, -76.26645814080068)","Leonardo Peña 138 Piso 4
Los Vilos, Región de Coquimbo",$3931.77 USD,---,1,vivienda,1196.01 mts2
"(-11.255823742919137, -78.59007126095322)","Av. Caupolicán 8635
Alto Biobío, Región del Biobío",$3834.14 USD,---,2,vivienda,950.69 mts2
"(-8.746244916900814, -73.95032324248969)","Ruta U-267, km 28, Región de Los Ríos",$2670.96 USD,---,6,oficinas,910.32 mts2
"(-10.106361562043684, -75.31189928565017)","Avda. Manuel José Irarrázaval 1561
Hualaihué, Región de Los Lagos, 7072710",$4307.30 USD,---,3,oficinas,1548.62 mts2
"(-10.597658573206239, -77.01283177186802)","Alejandro Hernández 3329 Of. 3103
La Cisterna, Región Metropolitana, 9660740",$4553.23 USD,---,8,oficinas,1926.07 mts2
"(-13.161146439223756, -72.70535689651383)","Verónica Valladares 746 Dpto. 600
Melipilla, Región Metropolitana, 6626770",$2375.86 USD,---,5,oficinas,1844.13 mts2
"(-9.614201582308123, -70.17398128142715)","Calle Rafael Opazo 666
Rauco, Región del Maule, 3872660",$3352.39 USD,---,3,vivienda,1329.52 mts2
"(-9.828131250436407, -73.43709598187016)","Gabriela Mistral 284 Dpto. 950
Calama, Región de Antofagasta",$4933.01 USD,---,8,vivienda,47.28 mts2
"(-10.023583983717755, -70.46837818938062)","Ruta T-56, km 5, Región de Ñuble",$3113.58 USD,---,6,vivienda,1820.80 mts2
"(-12.111885795211991, -73.66083900253294)","Los Cactus 762 Dpto. 92
Lo Prado, Región Metropolitana, 6273710",$4990.85 USD,---,4,oficinas,601.23 mts2
"(-10.866486324833705, -75.79272880372577)","Calle Las Rosas 53 Of. 2565
Hijuelas, Región de Valparaíso",$4518.76 USD,---,2,vivienda,20.55 mts2
"(-10.969078656834684, -79.27520217562257)","Calle Las Azucenas 339 Of. 938
Isla de Maipo, Región Metropolitana, 0375570",$4479.28 USD,---,0,comercial,268.32 mts2
"(-11.667905492590437, -72.02874582036002)","Calle Marcela Reyes 356 Dpto. 26
Alto Hospicio, Región de Tarapacá, 9677980",$4840.70 USD,---,2,comercial,1497.87 mts2
"(-9.173751096113534, -75.72893641294155)","Avda. Manuel Rodríguez 79
Palmilla, Región del Libertador General Bernardo O'Higgins",$4986.72 USD,---,7,vivienda,166.21 mts2
"(-10.556567353410273, -74.60120918349489)","José Vega 286 Of. 258
Tiltil, Región Metropolitana",$2455.74 USD,---,6,comercial,38.58 mts2
"(-9.407852841780013, -79.46530831573642)","Las Hortensias 49
Pencahue, Región del Maule",$3304.84 USD,---,3,vivienda,1773.18 mts2
"(-10.371102199920001, -76.08553070006322)","Avda. Barros Arana 97
Los Ángeles, Región del Biobío",$2026.02 USD,---,5,oficinas,439.97 mts2
"(-9.964924549548547, -76.68114532650465)","Ruta 5 Sur, km 198",$3716.45 USD,---,3,comercial,1906.28 mts2
"(-12.058054403217328, -75.20178778700249)","Avda. Pedro Aguirre Cerda 773
Negrete, Región del Biobío",$4957.09 USD,---,1,vivienda,1550.19 mts2
"(-10.921514831039127, -76.88406885022735)","Los Aromos 577
San Pedro de la Paz, Región del Biobío, 5849230",$3072.58 USD,---,7,comercial,682.10 mts2
"(-11.316343044482945, -74.38823978689139)","Los Copihues 64 Of. 9214
La Florida, Región Metropolitana",$2234.19 USD,---,8,oficinas,390.92 mts2
"(-11.440605727112326, -73.80120640652598)","Edgardo Parra 5525 Dpto. 9785
Puente Alto, Región Metropolitana, 5001600",$4906.58 USD,---,6,vivienda,1309.46 mts2
"(-11.67322052140854, -72.55381066427492)","Avenida Las Malvas 7069
Sagrada Familia, Región del Maule",$3334.10 USD,---,0,vivienda,459.42 mts2
"(-13.230763634482239, -73.86827104854635)","Calle Kevin Carvajal 8399
Pucón, Región de La Araucanía",$4326.67 USD,---,7,vivienda,887.22 mts2
"(-13.196099228052333, -76.58153619821918)","Ruta T-89, km 21, Región de Aysén del General Carlos Ibáñez del Campo",$2748.84 USD,---,5,comercial,1741.18 mts2
"(-12.019278148905451, -76.29380445975845)","Calle Los Lirios 34 Of. 235
Colina, Región Metropolitana",$3872.35 USD,---,5,oficinas,1132.75 mts2
"(-9.99938119356387, -76.30351747285394)","Ruta 816-CH, km 22, Región de Los Ríos",$3363.98 USD,---,8,vivienda,1505.24 mts2
"(-10.364511443191018, -73.39590622360974)","Arturo Alessandri 323
Tiltil, Región Metropolitana",$2864.55 USD,---,5,comercial,15.61 mts2
"(-9.877070874886698, -69.62054538736987)","Av. Pedro Montt 1869 Of. 642
Pedro Aguirre Cerda, Región Metropolitana",$4078.95 USD,---,8,vivienda,264.01 mts2
"(-11.733189301986666, -72.52491162905956)","Calle O'Higgins 145 Dpto. 65
Quirihue, Región de Ñuble, 8768350",$2294.95 USD,---,10,oficinas,1532.02 mts2
"(-12.193898354323613, -79.3678390544967)","Los Robles 89 Dpto. 7640
Freirina, Región de Atacama",$2284.48 USD,---,1,comercial,1851.65 mts2
"(-13.571642531935879, -74.06432888747649)","Camino Las Azucenas 554
Chonchi, Región de Los Lagos, 2643500",$4077.80 USD,---,1,oficinas,80.07 mts2
"(-11.237593610380637, -74.84669554380635)","Gustavo Arredondo 79 Of. 406
Laguna Blanca, Región de Magallanes y de la Antártica Chilena",$4459.52 USD,---,5,vivienda,1892.20 mts2
"(-9.384345481815311, -71.52055005949263)","Las Maravillas 3 Piso 21
Yungay, Región de Ñuble",$2797.93 USD,---,6,oficinas,1331.04 mts2
"(-13.41710104779916, -78.85931989452246)","Calle María Espinoza 97 Dpto. 7882
San Bernardo, Región Metropolitana",$4741.48 USD,---,6,comercial,1127.66 mts2
"(-10.719212439999756, -72.51100490257889)","Amaya González 8387 Of. 7428
Paredones, Región del Libertador General Bernardo O'Higgins, 6466010",$4942.20 USD,---,7,comercial,1231.20 mts2
"(-10.145465505614279, -76.46518921742043)","Ruta 5 Norte, km 353",$4687.82 USD,---,0,comercial,1863.81 mts2
"(-11.783004639406279, -73.32266514499281)","Calle Oscar González 371
Chiguayante, Región del Biobío, 0267200",$4682.68 USD,---,10,oficinas,1600.66 mts2
"(-12.813388318149602, -76.32476069891875)","Calle Katherine Contreras 7342
Ñiquén, Región de Ñuble",$4656.10 USD,---,6,oficinas,589.57 mts2
"(-6.957885826855652, -75.67278875396468)","Avenida Isabella Torres 69
Aisén, Región de Aysén del General Carlos Ibáñez del Campo",$4483.65 USD,---,0,oficinas,470.76 mts2
"(-9.288434520202548, -74.80632247542839)","Ramón Barros Luco 960 Dpto. 128
Pumanque, Región del Libertador General Bernardo O'Higgins",$2402.04 USD,---,5,vivienda,471.71 mts2
"(-13.283625222765906, -76.68534379901833)","José Miguel Carrera 6527
Cabrero, Región del Biobío, 5821100",$2867.29 USD,---,10,vivienda,1149.03 mts2
"(-12.056463344466113, -76.21157083044527)","Avda. Arturo Prat 5974
Huara, Región de Tarapacá, 5135850",$2858.12 USD,---,4,comercial,611.46 mts2
"(-9.298376088670732, -78.32241151751678)","Ruta 5 Norte, km 444",$3327.15 USD,---,2,comercial,650.50 mts2
"(-7.811949471864777, -74.56805078553447)","Avenida Domingo Santa María 5840
Toltén, Región de La Araucanía, 1462760",$4115.48 USD,---,7,oficinas,1411.64 mts2
