loc,address,value,geo,levels,type,size
"(-12.29629618509947, -76.9824263137723)","Ruta T-63, km 5, Región del Maule",$4243.14 USD,---,10,oficinas,524.69 mts2
"(-10.587328655283512, -73.32767496627507)","Ruta U-644, km 32, Región del Maule",$3831.25 USD,---,4,oficinas,49.02 mts2
"(-10.389762271876362, -74.7331421383376)","Ruta U-146, km 21, Región del Biobío",$3676.75 USD,---,2,vivienda,533.08 mts2
"(-8.929544892677754, -77.41383543075987)","Calle Pedro Montt 59
Tirúa, Región del Biobío, 8813740",$2022.93 USD,---,2,oficinas,653.89 mts2
"(-13.10325132552635, -70.18684974094317)","Calle Manuel Rodríguez 42 Of. 414
Vitacura, Región Metropolitana, 0675490",$4463.77 USD,---,7,vivienda,323.09 mts2
"(-9.659453069294248, -71.70991004273517)","Los Copihues 3983 Piso 7
Los Lagos, Región de Los Ríos",$2100.34 USD,---,3,comercial,1725.12 mts2
"(-12.558373281529695, -75.3148114750739)","Calle Natalia Martínez 5014
Villarrica, Región de La Araucanía, 4455940",$3129.05 USD,---,9,vivienda,602.30 mts2
"(-13.992960598252969, -68.89518336483087)","Anahí Bahamonde 443 Of. 151
Penco, Región del Biobío, 9014120",$2599.38 USD,---,2,oficinas,63.69 mts2
"(-8.048408930821108, -76.22595624227309)","Fernanda Espinosa 5965
Chonchi, Región de Los Lagos",$2528.84 USD,---,8,comercial,1882.56 mts2
"(-9.200480803448368, -72.24280861292965)","Calle Tamara Vásquez 1955
Galvarino, Región de La Araucanía",$4616.51 USD,---,9,comercial,291.48 mts2
"(-9.521195429881155, -75.92416528872138)","Los Aromos 7402
Laguna Blanca, Región de Magallanes y de la Antártica Chilena, 5472000",$3441.47 USD,---,7,vivienda,1528.04 mts2
"(-11.848454998939191, -74.77542391424224)","Calle Lautaro 4659 Piso 1
Mostazal, Región del Libertador General Bernardo O'Higgins",$3649.88 USD,---,0,vivienda,799.55 mts2
"(-13.55637987210148, -73.97000648538572)","Ruta 5 Norte, km 206",$2843.54 USD,---,10,oficinas,1415.41 mts2
"(-8.790826203751578, -75.16976975764891)","Javiera Oliva 64
San Rafael, Región del Maule",$2253.87 USD,---,9,comercial,799.41 mts2
"(-7.683282596896802, -70.32505515281096)","Psje. Héctor Abarca 66 Of. 1417
Pica, Región de Tarapacá, 2052890",$2221.70 USD,---,3,vivienda,931.32 mts2
"(-11.204764972513576, -74.1560545850335)","Ángela Luna 708 Piso 3
El Quisco, Región de Valparaíso",$2462.51 USD,---,3,comercial,1674.16 mts2
"(-11.087491967628278, -76.9754620315339)","Calle Alberto Hurtado 741
La Florida, Región Metropolitana, 7589400",$2116.22 USD,---,0,comercial,1637.93 mts2
"(-10.131686122357474, -73.22731199283626)","Alfonso Medina 259
San Clemente, Región del Maule",$4263.45 USD,---,8,oficinas,1787.59 mts2
"(-14.314769887955213, -72.37609202567036)","Calle Los Alerces 1093 Piso 71
Los Muermos, Región de Los Lagos, 6089430",$4140.82 USD,---,4,oficinas,424.48 mts2
"(-13.829400447270444, -73.87389824929981)","Ruta 741-CH, km 3, Región de Atacama",$2657.91 USD,---,9,comercial,1149.55 mts2
"(-10.59791613742438, -71.04723823279014)","Av. Fernando Saavedra 881
El Tabo, Región de Valparaíso, 5202050",$2472.56 USD,---,4,vivienda,1126.34 mts2
"(-11.8687271746823, -75.04523154775468)","Avenida Manuel Rodríguez 427
Navidad, Región del Libertador General Bernardo O'Higgins, 9275890",$4926.01 USD,---,0,comercial,1811.66 mts2
"(-12.266658741642086, -79.02463049594854)","Lynch 35 Of. 549
La Florida, Región Metropolitana, 8629380",$3584.92 USD,---,9,oficinas,1541.47 mts2
"(-10.659846837239368, -75.62988541160998)","Leontina Sáez 603 Piso 99
Los Muermos, Región de Los Lagos, 3582020",$3770.48 USD,---,8,oficinas,1918.11 mts2
"(-11.616825938314161, -73.83874434069314)","Avda. Michelle Campos 1452
Camiña, Región de Tarapacá, 5745270",$3497.70 USD,---,5,comercial,49.31 mts2
"(-9.569109703126944, -73.73825925056474)","Ruta U-926, km 16, Región de Tarapacá",$2594.00 USD,---,10,comercial,1015.69 mts2
"(-10.435518554979604, -71.42859991632284)","Balmaceda 526 Of. 7244
Curaco de Vélez, Región de Los Lagos",$3498.53 USD,---,3,comercial,380.49 mts2
"(-7.506777994662615, -76.51819625905866)","Psje. Domingo Santa María 194
Lo Espejo, Región Metropolitana",$2579.75 USD,---,7,vivienda,1919.76 mts2
"(-11.071306711533879, -69.62281006835714)","Calle Esmeralda 56
La Reina, Región Metropolitana, 1927470",$3729.35 USD,---,6,vivienda,1423.04 mts2
"(-11.462416049544451, -74.59997521632712)","Calle Aurelio Alarcón 679 Piso 43
Río Negro, Región de Los Lagos, 0666940",$4201.98 USD,---,5,vivienda,355.03 mts2
"(-11.106416015695634, -76.17713019508305)","Calle Arturo Prat 28 Dpto. 5149
Máfil, Región de Los Ríos",$4648.38 USD,---,9,comercial,1589.16 mts2
"(-10.293750493165557, -75.13938833548376)","Elcira Vergara 248
Constitución, Región del Maule, 9141920",$2113.05 USD,---,0,comercial,295.17 mts2
"(-12.721170252204026, -78.61785489495914)","Ruta 5 Sur, km 839",$3409.77 USD,---,7,comercial,383.12 mts2
"(-10.374134632483145, -76.34649396694986)","Alondra Parraguez 901
San Pedro de Atacama, Región de Antofagasta",$4406.93 USD,---,9,vivienda,1492.98 mts2
"(-11.35157932132914, -76.2130996114527)","Grace Toledo 2609 Of. 164
San Juan de la Costa, Región de Los Lagos",$2494.72 USD,---,3,oficinas,1688.10 mts2
"(-10.335951279702638, -75.43784235005461)","Ruta T-38, km 16, Región del Libertador General Bernardo O'Higgins",$3125.98 USD,---,10,comercial,645.25 mts2
"(-10.83318276373857, -75.48253994400471)","Calle Juan Ibáñez 7762 Dpto. 8717
Puchuncaví, Región de Valparaíso, 5278510",$2205.21 USD,---,3,vivienda,720.79 mts2
"(-11.725537085173164, -73.28234246927893)","Calle Ramón Picarte 7055
Colina, Región Metropolitana, 1855900",$4066.22 USD,---,7,comercial,956.74 mts2
"(-10.563573943351582, -76.63632881958483)","Ruta T-75, km 19, Región de Los Lagos",$3747.81 USD,---,10,comercial,1623.92 mts2
"(-11.35457525048836, -73.82283927024615)","Ruta 5 Sur, km 303",$4017.12 USD,---,7,comercial,1465.38 mts2
"(-12.01012637727757, -76.63060787054637)","Calle Isabel Rosas 543 Of. 6603
La Estrella, Región del Libertador General Bernardo O'Higgins, 5844400",$3189.95 USD,---,2,oficinas,690.75 mts2
"(-11.876405719966229, -72.80335221002473)","Matta 388 Of. 2152
Calama, Región de Antofagasta",$3633.33 USD,---,1,comercial,471.27 mts2
"(-11.08194231086267, -74.36293716683765)","Av. Ricardo Hidalgo 9616 Of. 656
Macul, Región Metropolitana, 3721470",$2531.24 USD,---,9,oficinas,1192.39 mts2
"(-11.119743206136393, -75.38306738410822)","Las Araucarias 2
Tirúa, Región del Biobío, 2860130",$4671.23 USD,---,5,comercial,1500.87 mts2
"(-9.617106906008377, -76.38310133657382)","José Rivera 38 Of. 981
Fresia, Región de Los Lagos",$2867.66 USD,---,9,vivienda,1183.27 mts2
"(-10.676704718758193, -73.36502664116017)","Avda. Ramón Carnicer 6718
Villa Alemana, Región de Valparaíso",$2612.72 USD,---,3,comercial,1053.36 mts2
"(-10.029406694438276, -74.4251938579563)","Avenida Constanza Sanhueza 698 Piso 9
San Bernardo, Región Metropolitana, 9034510",$3139.65 USD,---,0,vivienda,813.44 mts2
"(-15.721926571394139, -71.26617668683122)","Ruta 5 Sur, km 177",$3575.43 USD,---,3,oficinas,1657.52 mts2
"(-12.387063552822429, -78.08869786539354)","Nelly Hernández 551
Longaví, Región del Maule, 1983190",$4109.71 USD,---,3,comercial,970.25 mts2
"(-11.477544225792442, -72.11200682721164)","Caupolicán 760 Piso 55
Concón, Región de Valparaíso",$2161.61 USD,---,7,vivienda,1250.94 mts2
"(-12.977112457744735, -73.78072456384562)","Avenida Ignacio Muñoz 4764 Dpto. 124
Alto Hospicio, Región de Tarapacá, 5959990",$2511.41 USD,---,9,comercial,345.72 mts2
"(-9.522736148408905, -74.55237541212254)","Enrique Mac Iver 4 Dpto. 827
Collipulli, Región de La Araucanía, 4369730",$4383.52 USD,---,7,vivienda,1305.21 mts2
"(-8.246281666231582, -75.12687483463517)","Dafne Villegas 268 Piso 64
Cañete, Región del Biobío, 9676220",$3468.94 USD,---,0,comercial,891.51 mts2
"(-9.610152723180844, -73.34454464372095)","Pasaje Los Tilos 140 Piso 40
Pudahuel, Región Metropolitana, 8689530",$2821.46 USD,---,1,vivienda,1690.81 mts2
"(-8.369689197699447, -73.76051063131976)","Los Aromos 7733 Dpto. 34
Paiguano, Región de Coquimbo",$2225.16 USD,---,10,oficinas,138.35 mts2
"(-11.471554992954344, -71.34415796683236)","Caupolicán 3527
Pica, Región de Tarapacá, 3241120",$2406.71 USD,---,2,vivienda,1025.79 mts2
"(-10.984864955834636, -75.52062890886567)","Roxana Retamal 480
Tirúa, Región del Biobío, 1863100",$4549.63 USD,---,6,oficinas,591.00 mts2
"(-11.095669634397462, -76.231801672191)","Calle María Morales 25
Río Bueno, Región de Los Ríos, 1627460",$3576.06 USD,---,8,oficinas,1287.68 mts2
"(-10.585519078510236, -76.40683497875207)","Calle Ian López 74
Tirúa, Región del Biobío, 7534500",$2245.80 USD,---,4,vivienda,248.89 mts2
"(-11.897467326451999, -76.17479251162462)","Ruta T-36, km 3, Región de La Araucanía",$2111.09 USD,---,9,oficinas,253.31 mts2
"(-11.869658374210431, -77.68252342249936)","Calle Manuel Montt 868
El Tabo, Región de Valparaíso, 6411680",$4969.33 USD,---,10,comercial,1560.40 mts2
"(-10.971388064402804, -73.36292723264211)","Javier Carrillo 3329
San Rafael, Región del Maule, 5885900",$2921.32 USD,---,1,comercial,397.86 mts2
"(-7.746773146753027, -70.8970140110861)","María Ojeda 8333
Isla de Maipo, Región Metropolitana, 5449550",$2456.08 USD,---,8,vivienda,956.70 mts2
"(-11.725789609770949, -71.41262203134667)","Ruta T-38, km 1, Región de Aysén del General Carlos Ibáñez del Campo",$2066.68 USD,---,9,comercial,1093.88 mts2
"(-10.150730912513428, -73.11531488563901)","Ruta 5 Norte, km 287",$2303.29 USD,---,6,vivienda,1734.22 mts2
"(-9.509812165044668, -70.53539643644714)","Los Abedules 1251 Piso 3
Quilpué, Región de Valparaíso",$2341.31 USD,---,2,oficinas,1438.52 mts2
"(-11.034819764023146, -74.45166474500601)","Adela Moreno 286
Nacimiento, Región del Biobío",$2253.30 USD,---,5,vivienda,831.08 mts2
"(-11.200230815274688, -77.3165474835846)","María Pérez 8873 Of. 704
Saavedra, Región de La Araucanía, 8699600",$4394.10 USD,---,7,comercial,238.21 mts2
"(-11.414197728085975, -77.56165611485)","Avenida Arturo Alessandri Palma 2593 Piso 6
Los Lagos, Región de Los Ríos, 7579390",$2989.06 USD,---,4,comercial,1296.43 mts2
"(-10.332956573481798, -72.5038481099276)","Camino Los Piñones 72 Of. 834
Viña del Mar, Región de Valparaíso, 9142690",$4810.59 USD,---,9,oficinas,521.70 mts2
"(-9.66377479405282, -74.91436376843059)","Ruta U-751, km 34, Región de La Araucanía",$4410.57 USD,---,1,vivienda,481.71 mts2
"(-9.275902362348324, -77.2365489905875)","Ruta T-67, km 12, Región de Los Lagos",$2516.44 USD,---,8,comercial,1175.76 mts2
"(-10.330381828439117, -73.0744022057465)","Avenida Las Mosquetas 260
Litueche, Región del Libertador General Bernardo O'Higgins",$4755.38 USD,---,9,oficinas,703.82 mts2
"(-10.688655134356699, -73.85893527393972)","Los Abedules 3
Quilleco, Región del Biobío, 8626680",$3350.08 USD,---,3,vivienda,582.27 mts2
"(-10.620136232463672, -72.411448119797)","Patricio Lynch 424 Dpto. 91
Santiago, Región Metropolitana, 3095940",$3322.03 USD,---,5,comercial,986.70 mts2
"(-9.912880196370612, -74.9937168207185)","Ruta 5 Norte, km 118",$2049.46 USD,---,1,comercial,291.29 mts2
"(-9.452599631007361, -76.61379398787419)","Raúl Álvarez 955
Quilaco, Región del Biobío",$2932.53 USD,---,9,oficinas,689.64 mts2
"(-12.102147077287821, -76.10077657200385)","Ruta 5 Norte, km 587",$3614.65 USD,---,2,comercial,104.05 mts2
"(-10.176128982807997, -72.95545821425044)","Patricio Rojas 80
Paredones, Región del Libertador General Bernardo O'Higgins",$3901.49 USD,---,10,oficinas,1084.45 mts2
"(-10.731357711715422, -75.27447332047606)","Ruta U-804, km 27, Región de Aysén del General Carlos Ibáñez del Campo",$2322.07 USD,---,6,comercial,296.89 mts2
"(-10.068343848191056, -76.51300862709724)","Las Malvas 5368
Alto del Carmen, Región de Atacama, 2703810",$4366.73 USD,---,4,comercial,1564.20 mts2
"(-9.154745073162161, -72.05339677176649)","Avenida Los Girasoles 73
Requínoa, Región del Libertador General Bernardo O'Higgins",$4565.66 USD,---,5,oficinas,359.27 mts2
"(-9.29549488680663, -75.20034095087381)","Casanova 192 Piso 48
Palmilla, Región del Libertador General Bernardo O'Higgins, 4776930",$4274.20 USD,---,2,oficinas,843.88 mts2
"(-12.908685839342903, -76.99032207279286)","Los Aromos 62 Dpto. 855
Vilcún, Región de La Araucanía",$4257.25 USD,---,6,oficinas,53.73 mts2
"(-9.570480515077373, -74.5098172965263)","María González 414 Dpto. 8637
Talcahuano, Región del Biobío, 1224660",$4756.36 USD,---,4,vivienda,1791.22 mts2
"(-8.036796034729875, -75.83742860038544)","Avda. Nathaly Alvarado 412
Carahue, Región de La Araucanía, 5037940",$4806.62 USD,---,6,oficinas,1333.81 mts2
"(-14.972872161992903, -70.51670954844806)","Calle Vicente Aguilera 254
Romeral, Región del Maule",$4224.97 USD,---,4,comercial,481.19 mts2
"(-8.978147628614716, -76.90070764725272)","Calle Irarrázabal 3751 Of. 573
Puente Alto, Región Metropolitana",$3104.58 USD,---,10,comercial,1973.22 mts2
"(-11.425322203183388, -75.99452963435004)","Calle Aníbal Pinto 850
Chillán Viejo, Región de Ñuble",$4285.43 USD,---,7,oficinas,1883.02 mts2
"(-11.110636295836315, -79.5803863766614)","Ruta 421-CH, km 9, Región de La Araucanía",$3822.17 USD,---,2,comercial,57.12 mts2
"(-10.850453571370986, -75.93605928064338)","Calle Pedro de Valdivia 1413 Of. 5967
Portezuelo, Región de Ñuble",$2071.64 USD,---,0,comercial,1812.37 mts2
"(-13.705574627226294, -80.16665533750137)","Arturo Alessandri Palma 719 Piso 4
Puerto Montt, Región de Los Lagos",$3823.54 USD,---,3,oficinas,1200.39 mts2
"(-11.638504030261686, -75.71586196115203)","Ruta 482-CH, km 25, Región de Los Lagos",$2867.07 USD,---,7,oficinas,486.40 mts2
"(-8.44685701188928, -71.84619254137596)","Calle Antonio Varas 27 Dpto. 740
La Unión, Región de Los Ríos, 9307030",$2805.32 USD,---,1,comercial,1726.37 mts2
"(-11.50331670475988, -74.93195843667228)","Calle Lautaro 74
La Granja, Región Metropolitana, 6986320",$4283.39 USD,---,2,oficinas,789.29 mts2
"(-7.989104960804857, -71.36618261433118)","Avenida Colo Colo 5885
Pozo Almonte, Región de Tarapacá, 7628080",$3971.59 USD,---,4,oficinas,1599.21 mts2
"(-11.610132549461907, -78.6892060660731)","Calle Pedro de Valdivia 8384
Salamanca, Región de Coquimbo",$4343.94 USD,---,2,comercial,226.92 mts2
"(-9.759107671243893, -70.7575732574675)","Ruta 5 Sur, km 109",$4215.75 USD,---,1,vivienda,16.25 mts2
"(-9.99718889325699, -72.91251181894961)","Av. Claudia Paredes 2055
Teno, Región del Maule, 2829900",$2129.36 USD,---,6,oficinas,1696.13 mts2
"(-11.166892548879908, -76.66373643411109)","Pasaje Los Aromos 3827
Cabrero, Región del Biobío",$3057.87 USD,---,7,oficinas,1735.42 mts2
"(-11.205129633304063, -74.08093240941172)","Calle Las Lilas 9159 Of. 1537
La Cisterna, Región Metropolitana, 6086130",$4143.39 USD,---,7,oficinas,1404.58 mts2
"(-10.567395077159812, -72.22528712236337)","Ruta 5 Sur, km 57",$4797.76 USD,---,8,comercial,1238.85 mts2
"(-11.455740914115047, -74.94107008783094)","Calle Alba Pérez 119
San Pedro de Atacama, Región de Antofagasta, 4747830",$3807.06 USD,---,7,vivienda,821.10 mts2
"(-11.827766216327978, -76.73458403584428)","Lynch 5743
Tiltil, Región Metropolitana",$4553.34 USD,---,6,vivienda,114.65 mts2
"(-7.639548251436581, -76.15807063790695)","Las Mandarinas 69 Piso 65
La Ligua, Región de Valparaíso, 2217530",$2186.35 USD,---,8,comercial,521.36 mts2
"(-10.258280906790942, -74.43515536996966)","Osvaldo Cortés 4 Dpto. 578
Tomé, Región del Biobío, 3920570",$4497.71 USD,---,7,comercial,1442.00 mts2
"(-10.126040961286504, -74.56937346622662)","Las Rosas 340 Of. 2476
Iquique, Región de Tarapacá, 9798150",$3440.69 USD,---,2,comercial,641.00 mts2
"(-10.215848594446305, -76.95975123388577)","Víctor Meneses 3089
Pozo Almonte, Región de Tarapacá",$4990.81 USD,---,8,comercial,1802.25 mts2
"(-12.34624518362407, -78.38388003426702)","Calle Rosa Trujillo 73 Dpto. 496
Calera de Tango, Región Metropolitana, 9106120",$2132.21 USD,---,3,comercial,771.49 mts2
"(-9.925406706361821, -77.0441026688996)","Esmeralda 94
Pichilemu, Región del Libertador General Bernardo O'Higgins, 7414680",$3635.65 USD,---,5,vivienda,807.18 mts2
"(-12.123373302581449, -74.81028012059944)","Calle Los Alerces 3764
Colbún, Región del Maule, 5610550",$3981.58 USD,---,8,oficinas,27.88 mts2
"(-9.465720435248972, -76.12154114514436)","Calle Hipólito Flores 7512
O'Higgins, Región de Aysén del General Carlos Ibáñez del Campo",$2309.70 USD,---,6,vivienda,227.83 mts2
"(-9.837590070180157, -75.80405843102693)","Geraldine Santos 5221
Mejillones, Región de Antofagasta",$2940.72 USD,---,10,oficinas,1610.31 mts2
"(-10.169316195919139, -78.76385771721621)","Avenida Casanova 643 Of. 4732
Cabrero, Región del Biobío, 4052070",$2626.55 USD,---,6,oficinas,1289.93 mts2
"(-10.549270007885086, -76.15130649227032)","Calle Eliodoro Yáñez 427
Calera, Región de Valparaíso",$4801.84 USD,---,1,vivienda,1816.96 mts2
"(-8.106338973992433, -77.7809672079104)","Calle Luz Espinoza 4677
Coronel, Región del Biobío, 1547360",$2055.13 USD,---,8,comercial,148.76 mts2
"(-9.689827773348329, -77.85580276746458)","Andrea Muñoz 497
Paillaco, Región de Los Ríos, 7938520",$3537.19 USD,---,0,comercial,1991.64 mts2
"(-10.534179028467237, -76.35707778270343)","Nancy García 493
Isla de Maipo, Región Metropolitana, 4784320",$4321.29 USD,---,4,vivienda,1017.49 mts2
"(-12.31481922887611, -77.07516910731874)","Ruta 5 Sur, km 396",$2669.56 USD,---,3,vivienda,1345.01 mts2
"(-10.815331079883068, -74.31509275493703)","Calle Lord Cochrane 38 Of. 9496
Copiapó, Región de Atacama",$2193.91 USD,---,8,oficinas,1723.57 mts2
"(-9.338034361988344, -70.96958196302106)","Santiago Zamorano 4299 Dpto. 82
Pencahue, Región del Maule",$2606.22 USD,---,4,oficinas,1661.63 mts2
"(-12.562507309042392, -75.66897901361321)","Alejandro Martinez 4514
San Pedro, Región Metropolitana, 1398850",$3128.83 USD,---,6,vivienda,1712.97 mts2
"(-8.466902897988932, -75.21080013386681)","Ruta T-21, km 2, Región de Coquimbo",$2212.10 USD,---,6,oficinas,1128.41 mts2
"(-9.498765864801447, -76.87036280369372)","Calle Arturo Prat 9994 Dpto. 495
Constitución, Región del Maule, 7752330",$4468.52 USD,---,6,comercial,1814.47 mts2
"(-12.304121678803385, -74.9446489621484)","Carla Arriagada 7002
Pumanque, Región del Libertador General Bernardo O'Higgins",$3456.08 USD,---,9,oficinas,1030.95 mts2
"(-12.086951083697818, -75.2933504551969)","Calle Rocio Jara 776
Peumo, Región del Libertador General Bernardo O'Higgins, 4601500",$3845.27 USD,---,0,oficinas,376.18 mts2
"(-9.29191579651564, -73.14678117824538)","Calle Marcelo Maturana 52
Arica, Región de Arica y Parinacota",$4410.45 USD,---,10,vivienda,1678.85 mts2
"(-9.043407219496977, -72.55776479744557)","Psje. Emily Poblete 407 Of. 710
Los Sauces, Región de La Araucanía",$2865.71 USD,---,8,oficinas,207.09 mts2
"(-7.4885072286478644, -77.39058367586574)","Calle Arturo Prat 832
Tierra Amarilla, Región de Atacama, 6691040",$4266.38 USD,---,6,comercial,1937.21 mts2
"(-8.995019243404961, -76.87835573379746)","Avda. Los Aromos 735
La Estrella, Región del Libertador General Bernardo O'Higgins",$3134.74 USD,---,4,vivienda,1256.65 mts2
"(-5.81262886736268, -78.00979683995536)","Ruta 5 Sur, km 976",$3059.17 USD,---,2,comercial,1843.95 mts2
"(-11.22227294980784, -74.34486708956751)","Ruta T-42, km 4, Región de Los Ríos",$4779.10 USD,---,8,oficinas,428.63 mts2
"(-10.427130398648664, -77.46745995702516)","Los Coihues 7486
Vallenar, Región de Atacama, 6138470",$3299.19 USD,---,0,vivienda,1996.46 mts2
"(-11.419291281928226, -75.68836155149575)","Los Laureles 130
Quilicura, Región Metropolitana",$3333.94 USD,---,3,comercial,334.73 mts2
"(-10.371013957290208, -73.39263611667616)","Los Aromos 7954
Santiago, Región Metropolitana",$3716.91 USD,---,9,comercial,952.55 mts2
"(-10.56997688452094, -75.02873527872337)","Calle Los Digitales 8294 Piso 1
Ñiquén, Región de Ñuble",$2772.52 USD,---,1,vivienda,826.17 mts2
"(-8.323200813232726, -79.15161599644124)","Calle Esmeralda 1207 Of. 6727
Carahue, Región de La Araucanía, 8204390",$4093.39 USD,---,10,oficinas,1540.55 mts2
"(-11.308030346943402, -76.332904630379)","Ruta T-88, km 5, Región de Tarapacá",$4418.61 USD,---,9,oficinas,1263.22 mts2
"(-7.189795922607161, -73.13253340599566)","Calle Los Copihues 1557
Huechuraba, Región Metropolitana, 1150030",$2651.71 USD,---,0,vivienda,533.77 mts2
"(-11.338944381821472, -75.14068266406923)","Calle Los Calafates 238 Of. 972
Villa Alemana, Región de Valparaíso, 0216490",$4707.09 USD,---,8,oficinas,371.82 mts2
"(-8.990921182904335, -69.02791947096766)","Los Palmitos 359
Conchalí, Región Metropolitana",$2857.11 USD,---,0,oficinas,1918.98 mts2
"(-13.770570045372846, -79.86250724491586)","Ruta U-888, km 31, Región de Valparaíso",$2843.84 USD,---,9,vivienda,232.86 mts2
"(-10.88131084821084, -76.90918179085459)","Av. José Guerrero 320 Of. 917
Pichidegua, Región del Libertador General Bernardo O'Higgins",$4978.55 USD,---,0,vivienda,193.74 mts2
"(-11.083619862239681, -76.62100896762361)","Manuel José Irarrázaval 8793
Hualqui, Región del Biobío",$2130.12 USD,---,9,vivienda,1475.42 mts2
"(-10.959889647081177, -74.28197202097792)","Bruno Toro 582 Of. 6649
Canela, Región de Coquimbo, 5566200",$4006.60 USD,---,0,comercial,103.93 mts2
"(-11.84519595965945, -73.227268417551)","Calle Benjamín Álvarez 7176
La Unión, Región de Los Ríos",$2119.97 USD,---,4,oficinas,1001.46 mts2
"(-11.940532890806212, -71.12248717965758)","Ruta U-884, km 1, Región de Aysén del General Carlos Ibáñez del Campo",$4073.54 USD,---,4,oficinas,369.62 mts2
"(-8.919575610624461, -76.13359696604077)","Ruta 5 Norte, km 300",$4434.18 USD,---,5,vivienda,1508.34 mts2
"(-9.42429885487033, -74.7217402943764)","Lautaro 677
San Javier, Región del Maule, 6132110",$4587.55 USD,---,4,oficinas,1005.74 mts2
"(-11.451657918606942, -74.11761677566565)","Av. Las Manzanillas 95
La Higuera, Región de Coquimbo",$3727.37 USD,---,0,comercial,100.98 mts2
"(-10.71486920455058, -73.52058068536904)","José Benavides 963 Piso 68
El Monte, Región Metropolitana, 1432620",$3704.56 USD,---,9,comercial,364.83 mts2
"(-9.891730809881432, -75.72657814751719)","Calle Sophia Venegas 2996
Quilicura, Región Metropolitana",$2357.52 USD,---,6,oficinas,1205.57 mts2
"(-10.076152319605624, -78.6614981950678)","Ruta 5 Sur, km 817",$2029.04 USD,---,2,oficinas,76.72 mts2
"(-12.08623838737065, -72.88324026012282)","Calle Las Rosas 13
Buin, Región Metropolitana, 2337240",$2510.75 USD,---,9,vivienda,610.94 mts2
"(-10.690694788581135, -74.4390238952525)","Avda. Los Encinos 27 Piso 5
Salamanca, Región de Coquimbo, 2752880",$4030.73 USD,---,5,comercial,1198.67 mts2
"(-10.854399823240913, -76.9422349857017)","Bastián Ayala 856 Of. 678
Calle Larga, Región de Valparaíso",$2295.51 USD,---,5,vivienda,1054.03 mts2
"(-12.52034935277162, -71.6786756767579)","Diego Barros Arana 96 Piso 85
Constitución, Región del Maule",$2056.10 USD,---,9,comercial,1522.51 mts2
"(-11.88158488798912, -75.64879194938504)","Eliodoro Yáñez 816 Of. 125
Frutillar, Región de Los Lagos",$3544.41 USD,---,1,oficinas,81.46 mts2
"(-9.984758238765878, -75.1360922165072)","Ruta U-964, km 6, Región del Biobío",$3180.72 USD,---,8,comercial,149.75 mts2
"(-8.397923651455157, -77.04196453736138)","Rafael Durán 68
Valdivia, Región de Los Ríos, 2435450",$3076.86 USD,---,10,vivienda,1109.18 mts2
"(-12.967462816876132, -75.97507751646613)","Dante Muñoz 2095 Of. 309
San Rosendo, Región del Biobío, 4297100",$4906.90 USD,---,2,comercial,655.57 mts2
"(-10.98442270798152, -73.06159295943849)","Jocelyn Contreras 249
Sierra Gorda, Región de Antofagasta, 6536070",$2075.80 USD,---,10,vivienda,1606.05 mts2
"(-11.459137355024664, -77.3352659129477)","Av. Las Azucenas 8743 Dpto. 9335
Mulchén, Región del Biobío",$4338.07 USD,---,9,vivienda,981.61 mts2
"(-10.66582886276632, -73.18017467398468)","Psje. Los Alerces 81 Of. 487
Macul, Región Metropolitana, 3879050",$4883.75 USD,---,5,vivienda,1834.80 mts2
"(-8.525250896886675, -76.58030811690908)","Calle Los Piñones 363 Dpto. 16
Independencia, Región Metropolitana",$2788.47 USD,---,3,vivienda,367.98 mts2
"(-9.007107675139899, -76.262869014918)","Pasaje Las Rosas 51
Antofagasta, Región de Antofagasta",$3453.21 USD,---,3,comercial,332.81 mts2
"(-11.634173541492217, -75.15838152256569)","Calle Mac Iver 3349
Futaleufú, Región de Los Lagos",$4559.27 USD,---,6,comercial,389.22 mts2
"(-9.487365266292638, -76.27325939138288)","Calle Manuel Herrera 9378
Panguipulli, Región de Los Ríos",$4743.53 USD,---,5,comercial,1330.73 mts2
"(-9.103128776035502, -76.79236695470429)","Las Rosas 121 Dpto. 348
El Carmen, Región de Ñuble, 8313740",$2686.47 USD,---,4,vivienda,1060.72 mts2
"(-11.783592359120151, -74.38678031669379)","Ruta 851-CH, km 27, Región de Los Ríos",$4408.40 USD,---,4,vivienda,306.35 mts2
"(-9.584995098906024, -73.6463317311563)","Calle Los Coihues 715 Piso 51
Caldera, Región de Atacama",$2738.43 USD,---,5,vivienda,1047.67 mts2
"(-8.836496439021829, -70.693484960587)","Jessica Espinoza 92 Piso 12
Curacautín, Región de La Araucanía",$3416.02 USD,---,9,comercial,1537.49 mts2
"(-12.151498250695344, -73.95626807058252)","Calle Los Encinos 28 Dpto. 57
La Cisterna, Región Metropolitana, 6490440",$2886.90 USD,---,2,oficinas,437.41 mts2
"(-8.572810206316294, -71.92467176236856)","Psje. Los Higos 86 Piso 4
Vichuquén, Región del Maule",$4443.89 USD,---,10,vivienda,944.31 mts2
"(-10.288603916666819, -74.1529513203116)","Ruta 114-CH, km 5, Región del Libertador General Bernardo O'Higgins",$3690.98 USD,---,4,oficinas,1068.09 mts2
"(-10.049676369241125, -73.1906381127343)","Pasaje Arturo Alessandri Palma 621 Piso 79
Cochrane, Región de Aysén del General Carlos Ibáñez del Campo, 8131740",$4912.52 USD,---,8,vivienda,1218.25 mts2
